supplier,supplier_clean,diff
"ООО ""ИНТЕРХИМЗАЩИТА""",interhimzaщita,0.33
"ООО ""ИНТЕРЛАБТРЕЙД""",interlabtreйd,0.52
"""ИНТЕРЛИК "" ООО",interlik  ooo,0.46
"Interlimpe - Facility Services, S.A",interlimpe - facility services,0.42
Interlâmpadas - Comércio Internacional de Lâmpadas Lda,interlâmpadas - comércio internacional de lâmpadas,0.45
"ООО ""ИНТЕРМЕД""",intermed,0.28
Intermed Service SRL,intermed service,0.67
"InterMedical Plus, s.r.o.",intermedical plus,0.61
"ООО ""ИНТЕРМЕДСЕРВИС""",intermedservis,0.58
"ООО ""ИНТЕРМЕДСНАБ""",intermedsnab,0.69
"Intermédia, Informática Lda","intermédia, informática",0.46
Internationalcar Porto Lda,internationalcar porto,0.44
INTERNEDCAM IMPEX SRL,internedcam impex,0.51
"INTERPAP Office, s.r.o.",interpap office,0.44
"Interpart, trgovina na debelo in drobno, posredništvo, d.o.o.","interpart trgovina na debelo in drobno, posredništvo",0.33
"Interpart trgovina na debelo in drobno, posredništvo, d.o.o.","interpart trgovina na debelo in drobno, posredništvo",1.00
"INTERPART trgovina na debelo in drobno, posredništvo, d.o.o.","interpart trgovina na debelo in drobno, posredništvo",1.00
"Interphysix - Equipamentos Técnicos, Unipessoal Lda","interphysix - equipamentos técnicos, unipessoal",0.34
"Interprev - Segurança e Saúde do Trabalho, S.A",interprev - segurança e saúde do trabalho,0.32
"Interserpa-Supermercados, Lda",interserpa-supermercados,0.40
Interspar,interspar,0.55
UAB „Intersurgical“,intersurgical,0.64
Intersurgical,intersurgical,1.00
"UAB ""INTERSURGICAL""",intersurgical,1.00
"Intersurgical España, S. L.",intersurgical,0.79
INTERSURGICAL ESPAÑA SL,intersurgical,1.00
Intersugical España S.L.,intersurgical,1.00
Intersurgical España S.L.,intersurgical,1.00
"INTERSURGICAL PORTUGAL, LDA. (503480045)",intersurgical,0.57
"InterSystems Iberia, S.L.",intersystems iberia,0.31
"ООО ""ИНТЕРСЭН-ПЛЮС""",intersэn-plюs,0.44
"ООО ""ИНТЕРТЕК""",intertek,0.48
"ООО ""ИНТЕРТОРГ""",intertorg,0.71
"Intervoz, Publicidade S.A","intervoz, publicidade",0.40
"ООО ""ИНТРЕЙД""",intreйd,0.36
"INTV, spol. s r.o.","intv, spol",0.35
"INTV, spol s r.o.","intv, spol",1.00
"ООО ""ИНТЭКС-ТРЕЙД""",intэks-treйd,0.36
inveox GmbH,inveox,0.33
"ООО ""ИНВЕСТ-ХОЛДИНГ""",invest-holding,0.50
"ООО ""ИНВЕСТ-СТРОЙ""",invest-stroй,0.62
"ООО ""ИНВЕСТКРЕДИТСЕРВИС""",investkreditservis,0.47
"ООО ""ИНВЕСТМЕДСНАБ""",investmedsnab,0.58
Invisio Ltd,invisio ltd,0.50
Invitro Diagnostics SRL,invitro diagnostics,0.47
"Invoked By Safety, Unipessoal Lda","invoked by safety, unipessoal",0.38
"Invulgar - Artes Gráficas, S.A",invulgar - artes gráficas,0.26
"Inyectados y Vulcanizados, S.A. (Invulsa)","inyectados y vulcanizados, s .a. (invulsa)",0.21
"Inyectados y Vulcanizados, S .A. (Invulsa)","inyectados y vulcanizados, s .a. (invulsa)",1.00
"INZEP CENTRUM, s.r.o.",inzep centrum,0.22
"Inácio Perinha , Unipessoal Lda","inácio perinha , unipessoal",0.30
IO Systems Ltd,io systems ltd,0.29
Ionel S.A.,ionel,0.42
Ipatimup-Instituto de Patologia e Imunologia Molecular da Un...,ipatimup-instituto de patologia e imunologia molecular da un,0.12
"ООО ""ИПГ""",ipg,0.10
"Ipi - Inovação, Projectos e Iniciativas Lda","ipi - inovação, projectos e iniciativas",0.10
"ООО ""ИПМ""",ipm,0.10
IPM Antilles,ipm antilles,0.40
IPSA,ipsa,0.38
IPSEN PHARMA SA,ipsen pharma,0.50
"Ipwire - Tecnologias Para Comunicações, Lda",ipwire - tecnologias para comunicações,0.36
IQVIA IES UK Ltd,iqvia ies uk ltd,0.26
"ООО ""ИРАФСКАЯ ШФ""",irafskaя šf,0.37
"UAB ""IRAKLITA""",iraklita,0.53
Irena Dolejšová,irena dolejšová,0.35
"ООО ""ИРГАМЕД""",irgamed,0.36
Иргит Алдынай Киндармаевна,irgit aldыnaй kindarmaevna,0.30
IRICOM SL,iricom,0.25
"ООО ""ИРИС""",iris,0.60
"Iris, mednarodna trgovina, d.o.o.","iris, mednarodna trgovina",0.28
Irisana - Indústria de Confecções Lda,irisana - indústria de confecções,0.38
"ООО ""ИРКДС""",irkds,0.21
"ООО ""ИРКУТСКМЕДСЕРВИС""",irkutskmedservis,0.48
Irlandox-Laboratórios Quimica Analítica Lda,irlandox-laboratórios quimica analítica,0.22
Irmandade Da Santa Casa Da Misericórdia De Tarouca,irmandade da santa casa da misericórdia de tarouca,0.31
Irmarfer S.A,irmarfer,0.21
"UAB ""IRMCO""",irmco,0.46
Irmãos Peixoto S.A,irmãos peixoto,0.42
"Irmãos Pestana - Serralharia e Caixilharia de Alumínios, Lda...",irmãos pestana - serralharia e caixilharia de alumínios,0.35
"ООО ""ИРВИН""",irvin,0.13
IS STAR s.r.o.,is star,0.33
"Isabel Maria Duarte Coelho Da Cunha Martins, Unipessoal, Lda","isabel maria duarte coelho da cunha martins, unipessoal",0.16
"Isabel Maria Torres, Unipessoal Lda","isabel maria torres, unipessoal",0.67
"Isabel Roque - Atelier, Sociedade Unipessoal Lda","isabel roque - atelier, sociedade unipessoal",0.59
Isabela Santos Confecções Lda,isabela santos confecções,0.38
Исаев Вячеслав Владимирович,isaev vяčeslav vladimirovič,0.27
Исаева Людмила Леонидовна,isaeva lюdmila leonidovna,0.50
Исаева Мария Павловна,isaeva mariя pavlovna,0.61
Isakssons Plåtslageri AB,isakssons plåtslageri ab,0.31
ИСАМЕТОВ РАМИЛЬ РАШИДОВИЧ,isametov ramilь rašidovič,0.24
Исаченко Антон Владимирович,isačenko anton vladimirovič,0.58
ISIS Medical OÜ,isis medical oü,0.29
"ООО ИСК ""КУБАНСКОЕ""",isk kubanskoe,0.36
"ООО ""ИСК ""РОДИНА""",isk rodina,0.43
ИСКАНДАРОВ ХАНИФ РАЖАПОВИЧ,iskandarov hanif ražapovič,0.33
ИСКАНДАРОВ РАУФ РИЯНОВИЧ,iskandarov rauf riяnovič,0.76
ИСКАНДАРОВ РАЗЯП РИЯНОВИЧ,iskandarov razяp riяnovič,0.90
ИСКАНДАРОВ РИНАТ РАДИКОВИЧ,iskandarov rinat radikovič,0.78
ИСКАНДАРОВА АЛИЯ,iskandarova aliя,0.67
ИСКАНДАРОВА ГУЛЬНАЗИРА ФАРИТОВНА,iskandarova gulьnazira faritovna,0.58
"ООО ""ИСКРА""",iskra,0.27
"ООО ""ИСКРА - МЕД""",iskra - med,0.63
Iskus Health UK Ltd,iskus health uk ltd,0.40
ИСЛАКАЕВ РАСИХ ЗАНАВИЕВИЧ,islakaev rasih zanavievič,0.23
ИСЛАМОВ РИШАТ ХАЛИТОВИЧ,islamov rišat halitovič,0.58
Islandcosmos - Unipessoal Lda,islandcosmos - unipessoal,0.42
ИСМАГИЛОВ РАИЛЬ,ismagilov railь,0.25
"ISODER ISOTOPOS E DERIVADOS, SA",isoder isotopos e derivados,0.24
"Isoft Sanidad, S.A.",isoft sanidad,0.40
"ООО ""ИСПОЛНИТЕЛЬ-К""",ispolnitelь-k,0.38
"ISS Facility Services, S. A.",iss facility services,0.35
Iss Facility Services - Gestão e Manutenção de Edifícios Lda...,iss facility services - gestão e manutenção de edifícios,0.55
Issacana GmbH,issacana,0.22
"ISSO, S. A.",isso,0.50
ISTAC PROMOTION GMBH,istac promotion,0.32
Istituto zooprofilattico sperimentale del Piemonte Liguria e Valle d'Aosta,istituto zooprofilattico sperimentale del piemonte liguria e valle daosta,0.25
ISTROM SRL,istrom,0.15
"It4U - Soluções Informáticas, Unipessoal Lda","it4u - soluções informáticas, unipessoal",0.17
"Italian Techno Sales, Unipessoal, Lda","italian techno sales, unipessoal",0.53
Itau-Instituto Tecnico de Alimentação Humana S.A,itau-instituto tecnico de alimentação humana,0.37
"Itc Investigação Técnica Química, Unipessoal Lda","itc investigação técnica química, unipessoal",0.32
"Itekprint, Marketing Urbano, Unipessoal Lda","itekprint, marketing urbano, unipessoal",0.55
ITEM,item,0.19
"Iterp - Tecnologias de Informação, Lda",iterp - tecnologias de informação,0.22
"Itglee - Consultadoria Informática, Lda",itglee - consultadoria informática,0.60
ITH Pharma Limited,ith pharma limited,0.27
"IThinkUPC, S. L.",ithinkupc,0.30
Iti-Sociedade de Investimentos Turisticos Na Ilha da Madeira...,iti-sociedade de investimentos turisticos na ilha da madeira,0.17
UAB ITINA,itina,0.15
"Itise, Equipamentos Técnicos de Precisão e Cientificos Lda","itise, equipamentos técnicos de precisão e cientificos",0.14
"ООО ""ИТМ""",itm,0.11
iTrade Group s.r.o.,itrade group,0.27
"Itron - Sistemas de Medição, Lda",itron - sistemas de medição,0.41
"Iturri, S. L.",iturri,0.24
"Iturri, S. A.",iturri,1.00
Iturri Portugal - Indústria e Segurança S.A,iturri,0.27
"Itwise Technology Services, S.L.",itwise technology services,0.28
"ООО ""ИВ ДЕ МАР""",iv de mar,0.23
IVA Handelsonderneming bv,iva handelsonderneming,0.39
Иванов Александр Михайлович,ivanov aleksandr mihaйlovič,0.41
Иванов Андрей Александрович,ivanov andreй aleksandrovič,0.74
Иванов Андрей Валентинович,ivanov andreй valentinovič,0.83
Иванов Николай Анатольевич,ivanov nikolaй anatolьevič,0.65
Иванов Олег Александрович,ivanov oleg aleksandrovič,0.63
Иванов Павел Дмитриевич,ivanov pavel dmitrievič,0.58
Иванов Сергей Сергеевич,ivanov sergeй sergeevič,0.57
Иванов Владимир Серафимович,ivanov vladimir serafimovič,0.60
Иванова Алевтина Валерьяновна,ivanova alevtina valerьяnovna,0.46
Иванова Ирина Владимировна,ivanova irina vladimirovna,0.69
ИВАНОВА НАТАЛИЯ АНАТОЛЬЕВНА,ivanova nataliя anatolьevna,0.60
Иванова Ольга Юрьевна,ivanova olьga юrьevna,0.63
"ООО ""ИВАНОВОМЕДТОРГ""",ivanovomedtorg,0.46
Иванюк Юрий Иванович,ivanюk юriй ivanovič,0.35
"ООО ""ИВАШКА""",ivaška,0.38
IVD Uhl-Michelin e. U.,ivd uhl-michelin e. u,0.15
"ООО ""ИВЕНТА""",iventa,0.30
Iveta Matušková,iveta matušková,0.48
"Ivity Brand Corp, Criação e Gestão de Marcas, S.A","ivity brand corp, criação e gestão de marcas",0.24
"ООО ""ИВМЕДСНАБ""",ivmedsnab,0.15
"Ivo Fialho - Office, Unipessoal Lda","ivo fialho - office, unipessoal",0.15
"Ivo Garcias - Sociedade de Embalagens, Lda",ivo garcias - sociedade de embalagens,0.38
"ООО ""ИВТЕНДЕРГОС""",ivtendergos,0.21
IZASA HOSPITAL SLU,izasa,0.18
"Izasa Hospital, S. L. U.",izasa,1.00
Izasa Hospital S.L.U.,izasa,1.00
"Izasa Scientific, Lda",izasa,0.46
"Izdelava predmetov iz PE folije, Matjaž Kavnik s.p.","izdelava predmetov iz pe folije, matjaž kavnik s.p",0.30
IĮ Optimeda,iį optimeda,0.20
"IĮ ""Vageda""",iį vageda,0.60
ИШМАКОВ МИНИХАН,išmakov minihan,0.25
UAB Išmanioji laboratorija,išmanioji laboratorija,0.38
ИШМУХАМЕТОВ АНСАФ МАНСУРОВИЧ,išmuhametov ansaf mansurovič,0.28
ИШМУХАМЕТОВА ГАЙША ЯГАНУРОВНА,išmuhametova gaйša яganurovna,0.63
Ишмуратов Альберт Рафаэлович,išmuratov alьbert rafaэlovič,0.46
"ООО ""ИЖЕВСКАЯ МЕДИЦИНА""",iževskaя medicina,0.18
"J C R, Lda",j c r,0.18
J&Joy SA,j&joy,0.20
"J. A. Ramos, Limitada","j. a. ramos, limitada",0.15
J. A. Velozo S.A,j. a. velozo,0.42
"J. Bordados, Lda",j. bordados,0.43
"J. Brandão - Sacos Personalizados, Lda",j. brandão - sacos personalizados,0.45
J. Carneiro Alves & Filhos Lda,j. carneiro alves & filhos,0.41
"J. Carneiro Alves & Filhos - Combustíveis, S.A",j. carneiro alves & filhos - combustíveis,0.78
"J. Fernando Amorim - Portas, Automatismos e Segurança Lda","j. fernando amorim - portas, automatismos e segurança",0.36
"J. J. Louro Pereira, S.A",j. j. louro pereira,0.22
"J. J. Pinto, Lda",j. j. pinto,0.53
J. L. Simões Lda,j. l. simões,0.52
J. M. Alves - Material Cirúrgico Lda,j. m. alves - material cirúrgico,0.32
"J. M. Rodrigues & Rodrigues, Lda",j. m. rodrigues & rodrigues,0.44
J. M. Silva Lda,j. m. silva,0.42
"J. Tição - Instalações Técnicas Especiais, Unipessoal Lda...","j. tição - instalações técnicas especiais, unipessoal",0.16
J.C.decaux (Portugal)-Mobiliario Urbano e Publicidade Lda,j.c.decaux (portugal)-mobiliario urbano e publicidade,0.21
J.C.guerreiro - Armazenista de Material Electrico Lda,j.c.guerreiro - armazenista de material electrico,0.25
J.C.ramalho & Ca S.A,j.c.ramalho & ca,0.31
"J.faria & Filhos, Limitada","j.faria & filhos, limitada",0.38
"J.gomes, Lda",j.gomes,0.24
J.guerra Lda,j.guerra,0.53
"J.H.ornelas & Ca, Sucessor Lda","j.h.ornelas & ca, sucessor",0.24
J.IN s.r.o.,j.in,0.20
"J.IN, s.r.o.",j.in,1.00
J.J.L. - Instalações Eléctricas Lda,j.j.l. - instalações eléctricas,0.23
J.L. Neves - Unipessoal Lda,j.l. neves - unipessoal,0.41
"J.M.C.S. - Comércio de Produtos Quimicos, Unipessoal Lda","j.m.c.s. - comércio de produtos quimicos, unipessoal",0.48
"J.M.soares & Aniceto, Lda",j.m.soares & aniceto,0.19
J.monteiro Lda,j.monteiro,0.47
J.soares & Rodrigues Lda,j.soares & rodrigues,0.40
"J.valentim - Comércio De Motos E Acessórios, Lda",j.valentim - comércio de motos e acessórios,0.29
JABLOTRON ALARMS a.s.,jablotron alarms,0.34
Jacinto Ferreira Correia & Filhos Lda,jacinto ferreira correia & filhos,0.24
JACOB TODAY SRL,jacob today,0.27
Jakes Invest s.r.o.,jakes invest,0.35
JALSOSA SL,jalsosa,0.42
UAB „Jamedica“,jamedica,0.40
"Jamel Fashion, s.r.o.",jamel fashion,0.48
James Boylan Safety (NI) Ltd,james boylan safety (ni) ltd,0.34
James Boylan Safety Ltd t/a JBS Group,james boylan safety ltd t/a jbs group,0.71
JAMINI A s.r.o.,jamini a,0.27
JAMINI A s. r. o.,jamini a s. r. o,0.67
"Jammor, Lda",jammor,0.36
Janrinho dos Santos & Filhos Lda,janrinho dos santos & filhos,0.18
Janssen - Cilag Farmacêutica Lda,janssen - cilag farmacêutica,0.36
"Jardeira Farma, Unipessoal Lda","jardeira farma, unipessoal",0.52
"Jardim & Carvalho - Merchandising Promocional, Lda",jardim & carvalho - merchandising promocional,0.28
Jaromír Hrdina,jaromír hrdina,0.27
Jaroslav Vrána,jaroslav vrána,0.57
JASHARI SHPL,jashari shpl,0.38
Jason Offshore,jason offshore,0.46
"JB Pharma, s.r.o.",jb pharma,0.35
"JB Pharma, s. r. o.",jb pharma,0.67
ЈБТ-АРИ И ТОМ ДООЕЛ увоз-извоз Валандово,jbt-ari i tom dooel uvoz-izvoz valandovo,0.24
JC ELECTRONICS ITALIA SRL,jc electronics italia,0.33
Jefferys GmbH,jefferys,0.34
Jennychem Ltd,jennychem ltd,0.29
Jeremias de Macedo e Companhia Limitada,jeremias de macedo e companhia limitada,0.31
Jermyn Street Design,jermyn street design,0.31
Jerome Gebhard – Berlin Optix,jerome gebhard – berlin optix,0.33
Jeromovel Lda,jeromovel,0.32
"Jeronimo & Teixeira, S.A",jeronimo & teixeira,0.50
JERRY FABRICS s.r.o.,jerry fabrics,0.31
Jerry Fabrics s.r.o.,jerry fabrics,1.00
Jesús García Sánchez,jesús garcía sánchez,0.18
Jesús Sáenz Jiménez y Otra,jesús sáenz jiménez y otra,0.48
"Jet Cooler-Águas e Cafés, S.A",jet cooler-águas e cafés,0.28
"Jevop Construções, S.A",jevop construções,0.39
"Jf Jacinto, S.A",jf jacinto,0.37
JFD,jfd,0.31
JHJ International Transportation CO,jhj international transportation co,0.05
"Jiangsu Chuncha Intelligent Technology, Co. Ltd.",jiangsu chuncha intelligent technology,0.33
Jiangsu Chuncha Intelligent Technology Co Ltd,jiangsu chuncha intelligent technology,0.92
JIANGSU SAINTY MACHINERY IMP&EXP CO. LTD,jiangsu sainty machinery imp&exp,0.42
Jiangxi Shunkang Pharmaceutical Group Co Ltd,jiangxi shunkang pharmaceutical group co ltd,0.39
Jires GmbH,jires,0.16
Jitka Sekaninová,jitka sekaninová,0.29
Jiří Lamač,jiří lamač,0.31
Jiří Čejka,jiří čejka,0.60
JK factory s.r.o.,jk factory,0.30
"Jl - Medirolo Portugal, Lda",jl - medirolo portugal,0.25
Jl Unipessoal Lda,jl unipessoal,0.34
"Jmc Serviço de Limpeza, Unipessoal Lda","jmc serviço de limpeza, unipessoal",0.55
"Jmi Imobiliária, Lda",jmi imobiliária,0.33
Jmpsport - Comércio de Artigos e Instalações Desportivas Lda...,jmpsport - comércio de artigos e instalações desportivas,0.17
"Jms - Indústria de Mobiliário Hospitalar, S.A",jms - indústria de mobiliário hospitalar,0.42
"Rmv - Produtos Hospitalares, Lda",rmv - produtos hospitalares,0.57
Jmv - Produtos Hospitalares Lda,jmv - produtos hospitalares,1.00
"Joalpe - Indústria de Expositores, S.A",joalpe - indústria de expositores,0.43
"Joalplás - Indústria De Plásticos, Lda",joalplás - indústria de plásticos,0.73
Joaquim B. Filipe & Filha Lda,joaquim b. filipe & filha,0.28
"Joaquim Baptista, Lda",joaquim baptista,0.49
Joaquim Ferreira de Sousa Lda,joaquim ferreira de sousa,0.49
"Joaquim José Barreto Rita, Unipessoal Lda","joaquim josé barreto rita, unipessoal",0.52
Joaquim Luz Lda,joaquim luz,0.38
"Job Alliance - Empresa de Trabalho Temporário, Lda",job alliance - empresa de trabalho temporário,0.14
Job Design,job design,0.25
Job Protect 69,job protect 69,0.42
Jobsecu,jobsecu,0.48
"Jocalu - Higiene Industrial, Lda",jocalu - higiene industrial,0.24
Jocril - Sociedade Transformadora de Acrilicos Lda,jocril - sociedade transformadora de acrilicos,0.41
Jodel - Produtos Químicos S.A,jodel - produtos químicos,0.42
Joemi - Pronto A Vestir Lda,joemi - pronto a vestir,0.54
Jofilhos Sociedade de Construções Lda,jofilhos sociedade de construções,0.36
John Liscombe Ltd,john liscombe ltd,0.32
John McDowell Pharmaceuticals Ltd,john mcdowell pharmaceuticals ltd,0.44
JOHN PIX SRL,john pix,0.34
John Preston,john preston,0.60
John Preston and Co. (Belfast) Ltd,john preston,0.52
"Johnson & Johnson, Lda",johnson & johnson,0.43
"Johnson & Johnson, prodaja medicinskih in farmacevtskih izdelkov, d.o.o.","johnson & johnson, prodaja medicinskih in farmacevtskih izdelkov",0.42
"Johnson Félix - Assistência e Manutenção , Unipessoal Lda...","johnson félix - assistência e manutenção , unipessoal",0.29
"UAB ""Jokado projektai""",jokado projektai,0.23
"Jolera, Lda",jolera,0.36
"Joliklin - Serviços e Franchising'S, Lda",joliklin - serviços e franchisings,0.30
"Jomel Imóveis, Lda",jomel imóveis,0.30
"Jopinto-Tintas, Vernizes e Decorações Lda","jopinto-tintas, vernizes e decorações",0.28
