Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN
"Послуги з транспортного спецмедобслуговування (організація перевезення пацієнтів, хворих на COVID-19 та медичних працівників)",,,228.06,UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-001306-a,UA1479,,
Нерегулярні пасажирські перевезення (організація перевезення пацієнтів COVID-19 та медичних працівників),,,"694,197.40",UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-001232-b,UA1480,,
"Товари необхідні для виконання заходів, спрямованих для запобігання виникненню і поширенню, локалізацію та ліквідацію спалахів, епідемій та пандемій коронавірусної хвороби (COVID-19) - засіб для дезінфекції приміщень і поверхоньзасіб для дезінфекції приміщень і поверхонь",,,205.00,UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-001086-b,UA1481,,
"ДК 021:2015 “33120000-7 - Системи реєстрації медичної інформації та дослідне обладнання” (швидкі (експрес)тести для діагностики короновірусу COVID-19 Cellex Ink., 25 тестів в упаковці, 50280 - короновірус SARS-СoV антиген IVD, набір, імунохроматографічний, експрес-аналіз))",,,"5,499.80",UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-000997-b,UA1482,,
"ДК 021:2015 - 33600000-6 Фармацевтична продукція (Лікарські засоби для надання медичної допомоги пацієнтам, хворим на COVID-19 Ringer lactate, 200 мл, код згідно УКТЗЕД 3004)",,,29.68,UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-000801-a,UA1483,,
Тест-набір для виявлення антитіл до коронавірусу COVID-19,,,350.00,UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-000585-b,UA1484,,
"60140000-1 Нерегулярні пасажирські перевезення (організація перевезення пацієнтів з COVID-19 та медичних працівників) (спеціалізоване транспортне обслуговування та зебезпечення спеціалізованим автортранспортном закладів охорони здоров'я, що засновані на комунальній власності територіальної громади міста Києва)",,,"668,050.24",UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-000453-a,UA1485,,
"Товари необхідні для виконання заходів, спрямованих для запобігання виникненню і поширенню, локалізацію та ліквідацію спалахів, епідемій та пандемій коронавірусної хвороби (COVID-19) - код ДК 021:2015 35110000-8 Протипожежне, рятувальне та захисне обладнання",,,110.40,UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-000442-b,UA1486,,
"Апарат ШВЛ ФАЗА 21 (медичне обладнання для надання допомоги пацієнтам, хворим на COVID-19)",,,"261,000.00",UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-000392-b,UA1487,,
"Товари необхідні для виконання заходів, спрямованих для запобігання виникненню і поширенню, локалізацію та ліквідацію спалахів, епідемій та пандемій коронавірусної хвороби (COVID-19) - код ДК 021:2015 38410000-2 Лічильні прилади",,,"3,125.00",UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-000295-b,UA1488,,
Швидкі (експрес) тести для діагностики коронавірусної хвороби (COVID-19),,,"10,862.53",UAH,,,Ukraine,2020-04-08,https://prozorro.gov.ua/tender/UA-2020-04-08-000098-a,UA1489,,
"ДК 021:2015: 42910000-8 — Апарати для дистилювання, фільтрування чи ректифікації (НК 024:2019 «Класифікатор медичних виробів» – 47244 Апарат штучної вентиляції легенів загального призначення для інтенсивної терапії) (апарата ШВЛ) (COVID-19)",,,"1,100,000.00",UAH,,,Ukraine,2020-04-07,https://prozorro.gov.ua/tender/UA-2020-04-07-003876-b,UA1490,,
"ДК 021:2015:33630000-5 Лікарські засоби для лікування дерматологічних захворювань та захворювань опорно-рухового апарату (дезінфекційні засоби (код згідно УКТЗЕД:2207,2208), дезінфекційні засоби (код згідно УКТЗЕД:3808) (закупівля для запобігання пандемії COVID-19)",,,314.44,UAH,,,Ukraine,2020-04-07,https://prozorro.gov.ua/tender/UA-2020-04-07-003756-b,UA1491,,
Організація перевезення пацієнтів з COVID-19 та медичних працівників,,,"508,911.52",UAH,,,Ukraine,2020-04-07,https://prozorro.gov.ua/tender/UA-2020-04-07-003560-b,UA1492,,
"Дезінфекційні засоби необхідні для здіснення заходів, спрямованих на запобігання виникненню та поширенню, локалізацію та ліквідацію спалахів, епідемій та пандемій короновірусної хвороби (COVID-19)",,,"6,372.67",UAH,,,Ukraine,2020-04-07,https://prozorro.gov.ua/tender/UA-2020-04-07-003494-b,UA1493,,
"Засіб дезінфікуючий ""Дезанол хлор"" (товари необхідні для здійснення заходів, спрямованих на запобігання виникненню та поширенню, локалізацію та ліквідацію спалахів, епідемій та пандемій коронавірусної хвороби (COVID-19) на території України)",,,650.00,UAH,,,Ukraine,2020-04-07,https://prozorro.gov.ua/tender/UA-2020-04-07-003181-b,UA1494,,
